ClaimNumber,Reserve_Profile,ExposureYear,IncurredLoss,UltimateLoss,AssignedEarmarkedLoss,FinancePremium,LossType,ClaimStatus,ReportedDate,SettlementDate,Currency,GeographicalLocation
CLM002332,Homeowners,2016,61062.24,31015.53,14233.99,1991.44,Gross,Closed,2020-12-20,2022-10-21,AUD,Los Angeles
CLM002333,Homeowners,2024,93114.41,129729.6,68284.26,3187.17,Gross,Reopened,2010-07-04,2012-03-23,GBP,Paris
CLM002334,Auto Liability,2011,83855.86,48881.49,11632.04,4593.7,Net,Open,2015-03-12,,CAD,Chicago
CLM002335,Auto Liability,2013,99552.88,148445.16,32364.59,3775.44,Gross,Reopened,2019-01-09,2021-04-18,CAD,Sydney
CLM002336,Workers Comp,2021,3234.29,24495.61,6482.98,9832.47,Gross,Closed,2016-08-01,2019-02-26,GBP,New York
CLM002337,Commercial,2016,12172.96,77934.63,43844.28,8382.42,Net,Reopened,2016-12-14,2019-08-29,EUR,Los Angeles
CLM002338,Homeowners,2013,61337.31,119133.84,53744.79,4900.93,Gross,Reopened,2012-01-03,2013-08-22,EUR,New York
CLM002339,Workers Comp,2016,82237.07,65463.73,75327.12,8816.83,Net,Closed,2014-06-10,2015-01-15,CAD,Toronto
CLM002340,Auto Liability,2016,29239.19,70744.52,59277.23,3607.0,Gross,Open,2011-08-01,,USD,Los Angeles
CLM002341,Homeowners,2010,24681.9,147967.01,43517.68,7901.12,Net,Closed,2015-12-02,2017-06-24,AUD,Chicago
CLM002342,Commercial,2015,78910.6,64370.91,74643.05,2392.02,Gross,Closed,2011-01-13,2012-06-16,GBP,London
CLM002343,Auto Liability,2018,6581.8,91006.74,38535.73,7768.76,Gross,Open,2020-07-15,,USD,Los Angeles
CLM002344,Auto Liability,2011,37568.88,9126.41,45115.85,4673.24,Net,Open,2013-08-01,,AUD,Chicago
CLM002345,Auto Liability,2023,51075.11,126489.3,47889.83,1253.49,Net,Closed,2021-06-24,2022-01-11,CAD,Toronto
CLM002346,Workers Comp,2012,56474.52,97577.04,33093.39,2877.97,Net,Open,2012-04-21,,GBP,Berlin
CLM002347,Commercial,2019,73132.9,61199.0,67159.37,4142.29,Net,Open,2015-12-12,,USD,Toronto
CLM002348,Homeowners,2014,36129.73,3409.26,15221.49,7543.07,Gross,Closed,2010-06-05,2011-04-29,AUD,Paris
CLM002349,Workers Comp,2018,61655.75,89158.65,44609.95,915.23,Gross,Closed,2021-05-11,2022-03-02,CAD,Toronto
CLM002350,Workers Comp,2013,58952.17,2886.02,57917.54,6663.56,Net,Closed,2014-08-30,2014-10-25,CAD,Los Angeles
CLM002351,Workers Comp,2010,55213.99,1179.34,72366.11,7216.93,Gross,Closed,2017-03-20,2019-01-26,AUD,Toronto
CLM002352,Auto Liability,2013,64407.85,92798.69,70771.51,6608.43,Net,Reopened,2019-04-09,2021-05-25,EUR,London
CLM002353,Commercial,2015,26685.47,29163.54,40944.85,7654.56,Gross,Reopened,2023-03-15,2025-05-09,EUR,Los Angeles
CLM002354,Workers Comp,2014,9380.23,29591.24,51631.34,1946.05,Net,Open,2013-11-14,,AUD,New York
CLM002355,Homeowners,2023,12807.9,98337.46,31841.9,5953.61,Gross,Reopened,2010-02-14,2011-06-27,AUD,New York
CLM002356,Commercial,2022,23233.66,9000.88,37720.13,9423.22,Net,Reopened,2023-10-11,2024-02-02,AUD,Toronto
CLM002357,Homeowners,2010,50519.6,47697.43,72548.13,6185.69,Gross,Reopened,2014-08-14,2017-03-26,CAD,Los Angeles
CLM002358,Commercial,2013,84203.83,23265.35,74490.97,6191.1,Gross,Open,2024-05-03,,GBP,Chicago
CLM002359,Homeowners,2015,70428.04,87446.28,71685.42,7417.11,Net,Reopened,2015-12-10,2017-07-31,CAD,London
CLM002360,Auto Liability,2022,79115.02,99603.01,11500.48,3465.4,Gross,Closed,2018-11-16,2019-08-31,CAD,New York
CLM002361,Workers Comp,2024,35746.59,108449.24,68081.68,7064.66,Gross,Closed,2017-06-18,2017-10-25,EUR,Sydney
CLM002362,Homeowners,2019,41060.72,39029.45,75894.92,9179.09,Net,Open,2013-11-24,,AUD,Los Angeles
CLM002363,Commercial,2019,39974.51,14298.21,29219.35,306.78,Net,Open,2020-12-28,,CAD,Paris
CLM002364,Workers Comp,2023,19995.45,12723.86,41732.38,8727.11,Net,Open,2022-08-01,,CAD,Los Angeles
CLM002365,Workers Comp,2013,7060.45,64496.58,62438.07,2342.46,Net,Reopened,2010-03-15,2012-11-22,AUD,Chicago
CLM002366,Commercial,2024,59500.69,141930.82,45185.21,4668.05,Gross,Open,2018-04-07,,GBP,Paris
CLM002367,Homeowners,2023,98932.45,33441.63,79481.94,8553.01,Net,Open,2014-04-10,,EUR,Chicago
CLM002368,Auto Liability,2018,17516.14,39254.5,36729.21,8274.34,Net,Open,2012-06-10,,USD,New York
CLM002369,Auto Liability,2014,5621.8,16032.43,57258.45,8940.89,Net,Closed,2018-07-30,2020-04-19,CAD,New York
CLM002370,Homeowners,2017,78173.64,91229.97,63511.0,9416.08,Gross,Open,2015-03-05,,GBP,London
CLM002371,Workers Comp,2018,26006.01,102301.06,39780.98,4582.14,Gross,Closed,2024-03-01,2025-08-29,USD,London
CLM002372,Workers Comp,2019,83134.74,96796.75,68630.21,6632.37,Gross,Closed,2013-05-31,2015-04-16,AUD,New York
CLM002373,Workers Comp,2014,70689.73,129308.41,43919.29,4026.69,Gross,Open,2020-05-30,,USD,Sydney
CLM002374,Workers Comp,2015,94621.68,73477.45,33226.24,3637.02,Net,Open,2011-04-18,,AUD,Sydney
CLM002375,Homeowners,2010,41483.8,21034.1,9071.98,4429.64,Gross,Reopened,2024-11-18,2026-04-30,GBP,Paris
CLM002376,Workers Comp,2020,66535.01,44121.36,31776.38,7482.15,Gross,Open,2016-01-27,,USD,Toronto
CLM002377,Commercial,2021,47020.62,99702.07,58847.95,5114.12,Net,Open,2011-12-02,,EUR,Toronto
CLM002378,Workers Comp,2024,63428.28,92355.17,73742.27,8177.78,Net,Open,2015-09-11,,GBP,New York
CLM002379,Auto Liability,2016,45510.29,80119.47,20508.51,7503.14,Gross,Open,2010-02-22,,USD,New York
CLM002380,Workers Comp,2013,19674.59,102761.7,28741.22,400.69,Net,Open,2018-03-07,,CAD,New York
CLM002381,Homeowners,2020,51281.84,95971.24,12739.9,6376.33,Gross,Open,2010-05-19,,USD,Los Angeles
CLM002382,Auto Liability,2011,53329.84,132317.41,55412.47,4478.4,Gross,Reopened,2013-10-29,2015-08-03,USD,Sydney
CLM002383,Homeowners,2014,81249.78,88316.44,76834.98,4674.96,Gross,Reopened,2015-11-08,2017-09-11,EUR,Berlin
CLM002384,Homeowners,2021,73816.55,117011.6,51455.7,8220.06,Net,Open,2012-04-07,,GBP,Toronto
CLM002385,Auto Liability,2012,66715.37,38057.37,49557.58,5566.56,Net,Reopened,2015-09-15,2015-12-11,CAD,Toronto
CLM002386,Homeowners,2015,12225.32,102049.21,44502.45,8879.09,Gross,Closed,2018-02-24,2018-07-15,GBP,Berlin
CLM002387,Homeowners,2017,72341.01,135426.92,7532.23,7185.49,Gross,Reopened,2013-06-02,2015-02-18,GBP,New York
CLM002388,Workers Comp,2016,50530.21,58474.12,58495.55,5617.83,Net,Closed,2022-09-24,2025-02-12,CAD,Chicago
CLM002389,Commercial,2012,89515.85,117086.52,48362.94,7594.47,Gross,Open,2023-03-29,,CAD,Toronto
CLM002390,Homeowners,2017,92067.22,108993.61,53087.4,575.82,Net,Closed,2021-12-13,2023-10-01,EUR,Sydney
CLM002391,Homeowners,2011,6460.5,9869.4,71955.48,465.42,Net,Open,2023-09-15,,AUD,Berlin
CLM002392,Homeowners,2019,82243.51,87644.74,62824.88,1016.82,Net,Reopened,2010-07-05,2011-01-12,EUR,Sydney
CLM002393,Workers Comp,2018,4732.04,20398.21,62582.76,4488.14,Net,Closed,2019-06-05,2021-09-09,CAD,Los Angeles
CLM002394,Commercial,2013,37349.79,145130.56,74211.11,2507.41,Gross,Closed,2023-08-05,2026-04-10,USD,New York
CLM002395,Auto Liability,2010,54687.7,121899.72,79199.83,9845.76,Net,Closed,2018-09-29,2019-09-17,USD,Toronto
CLM002396,Workers Comp,2017,15661.98,17348.85,46711.98,5514.44,Net,Open,2023-06-30,,GBP,Paris
CLM002397,Workers Comp,2016,74885.07,19141.05,9156.09,6691.67,Net,Open,2013-11-13,,GBP,Sydney
CLM002398,Commercial,2020,1827.12,89576.6,37000.83,2932.44,Gross,Reopened,2018-09-24,2020-05-25,AUD,Berlin
CLM002399,Commercial,2022,17691.31,52388.49,63114.29,3353.61,Gross,Reopened,2017-12-26,2020-08-03,AUD,Paris
CLM002400,Workers Comp,2014,58498.89,6200.97,2704.16,3487.53,Gross,Open,2012-10-12,,AUD,Chicago
CLM002401,Auto Liability,2019,71724.37,81704.58,5022.55,7047.61,Gross,Reopened,2022-06-04,2024-08-01,AUD,Chicago
CLM002402,Workers Comp,2022,91747.67,58788.92,5839.04,4842.32,Gross,Closed,2021-04-27,2022-10-10,USD,New York
CLM002403,Commercial,2014,70844.17,16060.4,58617.34,5273.3,Net,Closed,2021-09-01,2021-11-26,CAD,Toronto
CLM002404,Auto Liability,2016,67506.15,120486.14,40342.75,6001.63,Gross,Closed,2015-04-20,2015-10-31,AUD,Toronto
CLM002405,Commercial,2014,40039.77,137346.44,29827.39,7734.35,Gross,Reopened,2014-01-08,2014-07-22,EUR,Paris
CLM002406,Auto Liability,2017,1127.16,113732.5,8896.56,1085.62,Net,Closed,2022-06-05,2023-04-27,AUD,New York
CLM002407,Homeowners,2020,12895.77,123540.92,58713.1,7813.36,Gross,Closed,2022-02-13,2022-03-18,USD,New York
CLM002408,Commercial,2022,53920.9,33257.09,26021.07,5719.7,Gross,Open,2023-12-07,,GBP,New York
CLM002409,Commercial,2015,67837.86,40272.37,21593.26,6757.14,Net,Open,2013-09-20,,EUR,Los Angeles
CLM002410,Workers Comp,2022,42327.38,32070.6,52359.38,3410.01,Gross,Reopened,2024-04-28,2026-10-21,AUD,Sydney
CLM002411,Commercial,2014,73337.22,114994.45,44941.37,4211.99,Gross,Open,2014-11-05,,USD,London
CLM002412,Commercial,2018,52664.37,142239.64,29311.65,2465.43,Net,Reopened,2017-07-24,2019-05-04,GBP,Los Angeles
CLM002413,Homeowners,2020,8343.44,107808.74,51498.25,9797.14,Gross,Reopened,2017-11-22,2019-11-03,AUD,Toronto
CLM002414,Commercial,2011,20009.61,132338.55,22062.11,5070.63,Gross,Open,2013-04-04,,USD,Paris
CLM002415,Homeowners,2010,84159.82,96166.17,63689.01,9961.55,Net,Open,2013-04-07,,USD,Sydney
CLM002416,Homeowners,2017,72766.36,58761.33,18730.86,4999.9,Gross,Reopened,2017-09-17,2019-05-05,CAD,Chicago
CLM002417,Homeowners,2021,89581.44,64438.48,13127.6,2353.56,Gross,Reopened,2019-12-01,2020-06-13,USD,Berlin
CLM002418,Homeowners,2012,12638.17,12222.89,62703.93,5173.03,Gross,Reopened,2023-04-19,2024-01-27,AUD,Toronto
CLM002419,Auto Liability,2023,99032.03,5687.12,56777.42,588.04,Gross,Closed,2024-04-14,2026-07-10,USD,Los Angeles
CLM002420,Workers Comp,2020,21731.26,104625.87,15019.8,9066.74,Gross,Closed,2012-11-08,2014-10-04,EUR,Chicago
CLM002421,Auto Liability,2021,2166.21,66325.9,9741.54,8221.79,Net,Open,2024-05-10,,USD,Chicago
CLM002422,Commercial,2021,99744.87,83280.05,67152.73,7313.04,Gross,Closed,2010-08-14,2012-01-11,USD,London
CLM002423,Auto Liability,2021,28826.31,84091.53,62239.58,6176.3,Net,Closed,2015-06-02,2015-09-15,EUR,Berlin
CLM002424,Auto Liability,2016,67133.93,42329.0,26516.96,5882.38,Gross,Reopened,2020-11-21,2023-05-26,AUD,Toronto
CLM002425,Commercial,2019,18491.55,71907.98,52826.69,9967.94,Gross,Closed,2024-01-24,2024-09-30,GBP,Paris
CLM002426,Commercial,2022,58442.62,71143.27,10370.73,2924.37,Net,Open,2020-06-28,,CAD,London
CLM002427,Commercial,2020,90499.46,58875.66,40810.29,7840.91,Net,Closed,2017-03-29,2018-07-05,GBP,New York
CLM002428,Auto Liability,2017,32697.94,123280.63,1989.06,5897.77,Net,Closed,2015-02-27,2016-12-22,AUD,London
CLM002429,Auto Liability,2024,67355.14,68223.44,31632.35,9763.63,Gross,Closed,2011-06-25,2013-01-11,AUD,Toronto
CLM002430,Commercial,2022,19602.46,90943.03,6450.0,8312.47,Gross,Open,2011-10-08,,EUR,London
CLM002431,Workers Comp,2022,62854.74,134432.5,38274.2,9985.55,Net,Open,2023-12-04,,GBP,Los Angeles
CLM002432,Workers Comp,2015,34308.58,130068.81,34023.69,5965.58,Gross,Reopened,2023-02-23,2024-12-01,USD,Toronto
CLM002433,Homeowners,2021,21909.62,133672.91,35828.61,2204.53,Gross,Closed,2022-12-10,2024-09-17,EUR,Toronto
CLM002434,Commercial,2019,32005.02,41230.74,4103.84,5136.13,Gross,Reopened,2021-09-26,2023-07-02,EUR,Paris
CLM002435,Homeowners,2023,18705.27,6212.39,29248.5,7168.89,Gross,Reopened,2014-08-16,2016-10-31,CAD,London
CLM002436,Workers Comp,2018,90289.69,39898.95,60640.47,7788.73,Gross,Open,2012-05-04,,EUR,London
CLM002437,Homeowners,2016,40321.5,42527.39,29828.69,205.0,Net,Reopened,2011-02-09,2011-07-21,GBP,Los Angeles
CLM002438,Commercial,2024,25282.65,136494.69,57356.17,5149.27,Gross,Closed,2019-02-26,2020-06-10,AUD,Berlin
CLM002439,Commercial,2019,45392.38,97737.17,29873.56,2505.3,Net,Reopened,2016-10-13,2018-04-29,CAD,Chicago
CLM002440,Commercial,2014,32733.08,13173.89,34147.54,8774.14,Gross,Open,2011-06-04,,USD,Berlin
CLM002441,Auto Liability,2017,74697.51,21171.41,45329.42,1698.47,Gross,Open,2018-01-19,,GBP,Sydney
CLM002442,Homeowners,2024,97150.77,24195.74,76079.21,6731.27,Gross,Open,2013-11-08,,USD,Toronto
CLM002443,Workers Comp,2011,44365.33,94932.84,9154.41,2807.41,Gross,Closed,2012-03-31,2012-12-29,EUR,Chicago
CLM002444,Workers Comp,2016,86242.31,110576.69,3116.64,3694.11,Net,Reopened,2020-01-23,2022-03-30,GBP,Berlin
CLM002445,Workers Comp,2024,57020.44,129086.94,48832.6,9417.48,Gross,Closed,2022-05-28,2022-11-19,CAD,Paris
CLM002446,Auto Liability,2013,16566.33,141154.85,75953.22,2556.39,Gross,Open,2020-07-02,,CAD,Chicago
CLM002447,Auto Liability,2018,69371.65,31053.98,79182.99,1131.03,Net,Closed,2021-02-19,2022-05-21,USD,Chicago
CLM002448,Commercial,2021,51830.02,47156.1,38991.06,878.99,Gross,Open,2019-01-01,,AUD,Sydney
CLM002449,Workers Comp,2010,65410.05,36808.11,37712.49,5145.23,Gross,Closed,2015-12-22,2016-09-25,CAD,Los Angeles
CLM002450,Auto Liability,2016,89079.05,54455.47,51774.62,6488.77,Gross,Closed,2022-11-28,2023-01-31,USD,Toronto
CLM002451,Commercial,2015,44603.02,137285.1,44672.96,3407.48,Net,Reopened,2018-11-07,2021-03-24,AUD,Los Angeles
CLM002452,Workers Comp,2017,90216.58,86691.77,50910.0,6964.55,Gross,Reopened,2011-03-01,2011-12-08,GBP,Paris
CLM002453,Homeowners,2014,75316.23,110990.59,69982.95,798.13,Net,Open,2014-04-01,,CAD,Chicago
CLM002454,Commercial,2024,49371.89,74027.77,59831.34,8601.88,Net,Reopened,2010-12-24,2013-03-04,CAD,Sydney
CLM002455,Auto Liability,2010,60718.99,5299.83,40001.75,8202.36,Gross,Reopened,2019-06-09,2021-10-04,USD,Berlin
CLM002456,Auto Liability,2010,33232.53,10565.13,37218.22,9857.86,Gross,Closed,2014-05-14,2016-10-21,CAD,Sydney
CLM002457,Commercial,2018,98376.13,81150.53,51348.34,9377.75,Gross,Open,2024-01-16,,USD,London
CLM002458,Commercial,2024,67067.77,108099.57,36728.65,3690.73,Gross,Closed,2012-10-07,2015-03-17,CAD,Los Angeles
CLM002459,Auto Liability,2019,5340.84,33084.25,36893.46,4112.9,Net,Closed,2010-07-16,2012-07-07,USD,Sydney
CLM002460,Homeowners,2015,33335.57,108564.53,1796.32,7510.46,Gross,Reopened,2024-05-03,2024-12-28,CAD,Los Angeles
CLM002461,Workers Comp,2019,62708.13,121789.2,14338.1,1514.01,Gross,Reopened,2012-10-30,2013-03-18,GBP,Chicago
CLM002462,Homeowners,2014,6576.99,62372.72,39336.83,3277.34,Gross,Open,2012-05-11,,GBP,New York
CLM002463,Commercial,2024,3364.53,112216.47,65900.95,1361.7,Net,Reopened,2010-12-15,2011-06-04,USD,New York
CLM002464,Homeowners,2010,45552.4,61200.46,22658.8,4657.89,Gross,Closed,2020-05-05,2022-04-10,GBP,Sydney
CLM002465,Auto Liability,2015,33936.33,102074.24,42050.15,5609.64,Gross,Reopened,2014-07-17,2014-11-10,USD,New York
CLM002466,Commercial,2015,44391.56,114835.56,27924.49,2269.37,Gross,Open,2011-07-29,,USD,Sydney
CLM002467,Workers Comp,2012,27006.64,148797.07,8831.92,460.99,Gross,Open,2024-01-11,,EUR,Los Angeles
CLM002468,Auto Liability,2022,17307.06,52464.1,76684.73,7249.69,Gross,Closed,2014-12-25,2016-11-27,GBP,Chicago
CLM002469,Auto Liability,2017,69225.19,62245.08,68446.57,396.05,Gross,Closed,2012-07-19,2012-09-12,EUR,Paris
CLM002470,Workers Comp,2023,51942.54,25677.39,6740.15,9739.35,Gross,Reopened,2020-12-22,2022-10-28,EUR,Paris
CLM002471,Workers Comp,2024,20815.27,31406.89,57723.09,2371.75,Net,Open,2022-10-27,,CAD,Sydney
CLM002472,Homeowners,2010,32639.35,104315.86,28132.6,6706.22,Net,Closed,2011-04-29,2013-02-13,USD,Sydney
CLM002473,Commercial,2010,59588.98,137639.79,79590.56,4460.57,Gross,Reopened,2020-09-17,2022-09-09,AUD,Chicago
CLM002474,Workers Comp,2015,8150.71,59796.14,24540.68,784.8,Gross,Reopened,2010-12-24,2013-07-21,EUR,New York
CLM002475,Workers Comp,2019,15597.85,27796.82,19479.71,4827.4,Gross,Reopened,2022-04-08,2023-05-04,CAD,Toronto
CLM002476,Commercial,2022,8251.31,43479.83,45647.3,5264.25,Net,Closed,2010-09-11,2013-02-27,GBP,Sydney
CLM002477,Workers Comp,2010,81419.42,68802.7,66892.53,8575.9,Gross,Closed,2020-12-08,2022-10-27,AUD,Sydney
CLM002478,Workers Comp,2015,75488.51,44306.9,15805.25,7377.02,Gross,Reopened,2012-04-14,2013-05-08,USD,London
CLM002479,Homeowners,2010,75577.98,35803.28,56897.52,977.16,Net,Reopened,2013-04-05,2015-12-03,CAD,London
CLM002480,Auto Liability,2023,71916.21,110661.69,5381.82,2249.79,Net,Closed,2014-08-31,2015-05-02,AUD,Berlin
CLM002481,Auto Liability,2022,67269.16,2168.89,73555.31,3256.5,Gross,Open,2023-05-24,,USD,New York
CLM002482,Auto Liability,2015,48222.2,81345.35,6945.46,1340.8,Gross,Reopened,2022-07-01,2022-11-02,USD,Toronto
CLM002483,Auto Liability,2012,64585.54,119271.25,73181.39,4677.61,Net,Open,2011-05-08,,AUD,Paris
CLM002484,Workers Comp,2023,4797.79,40668.01,39519.18,9846.23,Net,Open,2023-09-25,,CAD,Sydney
CLM002485,Commercial,2023,62524.98,90890.44,36123.24,5243.21,Net,Closed,2019-05-03,2021-10-23,AUD,Paris
CLM002486,Commercial,2024,78009.89,100666.12,77877.91,7470.45,Net,Closed,2021-05-09,2022-06-10,EUR,Sydney
CLM002487,Homeowners,2017,50535.48,98598.68,79235.54,6892.79,Gross,Open,2018-07-25,,USD,New York
CLM002488,Homeowners,2022,36393.82,67431.6,52189.16,8529.13,Gross,Closed,2015-10-22,2016-08-20,GBP,Berlin
CLM002489,Workers Comp,2024,28465.25,52640.12,10605.98,2314.09,Net,Open,2020-08-01,,AUD,Berlin
CLM002490,Commercial,2015,64637.4,125552.69,40740.52,7587.5,Gross,Open,2010-02-21,,AUD,London
CLM002491,Commercial,2022,69587.32,114008.45,42568.47,8837.28,Gross,Closed,2010-09-19,2013-01-20,USD,Paris
CLM002492,Auto Liability,2020,87225.79,48867.02,41398.49,1880.8,Net,Closed,2018-03-22,2018-05-23,USD,New York
CLM002493,Workers Comp,2022,34891.07,16349.86,45774.6,3598.66,Net,Reopened,2015-03-24,2017-09-10,AUD,Berlin
CLM002494,Workers Comp,2010,77207.46,11699.32,1988.61,9707.0,Net,Closed,2019-12-26,2021-03-15,GBP,Berlin
CLM002495,Auto Liability,2024,56574.23,15047.12,57042.57,7851.72,Gross,Reopened,2016-07-05,2018-05-09,USD,Paris
CLM002496,Workers Comp,2014,88400.81,87847.53,57135.35,2969.39,Gross,Closed,2019-04-18,2020-07-15,USD,Toronto
CLM002497,Workers Comp,2017,53253.4,8697.66,9679.85,5726.63,Gross,Closed,2021-11-15,2024-02-09,EUR,London
CLM002498,Homeowners,2012,52245.35,51202.1,45834.04,4162.4,Net,Closed,2024-10-18,2024-11-23,CAD,London
CLM002499,Commercial,2021,58209.83,113226.76,45684.71,5001.66,Gross,Closed,2014-06-14,2015-11-20,EUR,London
CLM002500,Workers Comp,2015,75182.22,44857.88,54754.81,3680.63,Net,Open,2024-11-01,,GBP,Los Angeles
CLM002501,Homeowners,2014,96504.36,114732.9,7289.12,2937.44,Gross,Closed,2013-05-13,2015-07-18,CAD,Berlin
CLM002502,Commercial,2015,8282.77,112074.59,50307.01,6812.68,Net,Open,2022-01-04,,AUD,Sydney
CLM002503,Auto Liability,2019,6290.03,37628.24,22819.78,7829.71,Gross,Closed,2013-10-21,2015-12-07,GBP,Los Angeles
CLM002504,Homeowners,2010,93817.48,109594.5,40806.74,8764.78,Gross,Closed,2014-01-27,2016-06-29,GBP,Chicago
CLM002505,Homeowners,2016,53457.69,112418.72,61979.22,1722.23,Net,Open,2012-07-05,,EUR,Berlin
CLM002506,Commercial,2018,61875.4,60220.63,56598.85,8263.98,Net,Closed,2015-11-12,2018-07-15,CAD,Berlin
CLM002507,Auto Liability,2011,48759.94,32352.65,9952.79,2697.05,Gross,Reopened,2011-12-12,2013-12-06,GBP,Paris
CLM002508,Homeowners,2019,10272.09,78669.35,47499.19,4387.9,Gross,Reopened,2015-03-02,2015-10-16,CAD,Chicago
CLM002509,Workers Comp,2024,77040.85,138288.24,77544.76,9034.15,Net,Closed,2016-01-26,2018-02-08,AUD,Chicago
CLM002510,Workers Comp,2014,74975.24,96302.89,12963.17,4654.14,Gross,Reopened,2013-08-13,2014-11-20,CAD,New York
CLM002511,Workers Comp,2019,31858.63,26765.45,68306.11,2131.22,Gross,Reopened,2017-01-07,2017-06-21,EUR,Paris
CLM002512,Auto Liability,2013,31317.69,102730.78,56352.57,1766.71,Net,Reopened,2022-03-04,2024-09-27,EUR,London
CLM002513,Homeowners,2015,83946.3,64653.25,62033.26,4835.24,Net,Reopened,2023-03-25,2024-02-05,GBP,London
CLM002514,Workers Comp,2015,8163.37,89137.79,22915.69,7674.19,Gross,Open,2017-03-11,,CAD,Paris
CLM002515,Auto Liability,2020,88229.41,110375.54,23387.17,9972.61,Net,Open,2011-02-05,,EUR,Toronto
CLM002516,Workers Comp,2011,26409.51,77727.16,72528.55,7916.6,Gross,Open,2012-01-21,,USD,London
CLM002517,Commercial,2011,59705.49,122283.61,29106.65,8794.72,Gross,Reopened,2023-06-18,2025-02-03,EUR,Berlin
CLM002518,Homeowners,2013,93663.42,108601.18,5509.72,7528.76,Net,Reopened,2015-03-03,2017-06-20,AUD,New York
CLM002519,Homeowners,2010,68134.13,92645.93,48247.44,8975.26,Gross,Open,2020-02-03,,USD,Toronto
CLM002520,Auto Liability,2018,42028.55,23468.13,10423.0,947.68,Gross,Reopened,2013-11-19,2016-06-22,CAD,Berlin
CLM002521,Auto Liability,2023,69263.89,125556.42,63829.4,9313.33,Gross,Open,2017-02-16,,GBP,Berlin
CLM002522,Homeowners,2023,35053.98,140449.93,51518.84,4084.78,Gross,Open,2024-05-05,,USD,Chicago
CLM002523,Workers Comp,2022,28448.58,21407.8,70040.76,9231.82,Gross,Open,2020-04-29,,EUR,Los Angeles
CLM002524,Workers Comp,2016,99671.64,73747.93,62894.56,942.18,Net,Reopened,2023-12-19,2026-08-23,GBP,Toronto
CLM002525,Commercial,2021,75328.23,39574.42,9413.04,7209.38,Net,Open,2023-11-10,,GBP,Los Angeles
CLM002526,Workers Comp,2016,64827.28,113423.97,30795.12,7409.75,Gross,Closed,2023-12-29,2026-01-13,GBP,Chicago
CLM002527,Auto Liability,2024,36173.67,108522.82,62077.54,9969.73,Gross,Open,2024-07-15,,GBP,Berlin
CLM002528,Auto Liability,2012,5866.92,21991.88,33678.65,7734.78,Net,Open,2015-07-12,,CAD,Berlin
CLM002529,Workers Comp,2024,4074.63,131677.06,77803.06,3949.22,Gross,Closed,2015-07-30,2016-07-29,CAD,Chicago
CLM002530,Auto Liability,2020,55863.94,27964.99,58991.37,5661.04,Net,Reopened,2014-07-04,2014-08-04,CAD,Los Angeles
CLM002531,Homeowners,2024,76441.24,119791.59,1732.24,3792.2,Net,Open,2019-07-20,,EUR,Chicago
CLM002532,Homeowners,2021,54200.54,69090.07,70458.86,2120.98,Net,Closed,2012-03-24,2014-02-25,CAD,New York
CLM002533,Workers Comp,2012,84237.72,49912.57,8513.98,2635.32,Gross,Reopened,2022-12-17,2024-07-29,GBP,New York
CLM002534,Homeowners,2010,4309.23,24577.65,11671.64,2375.7,Gross,Closed,2018-09-05,2020-05-28,USD,Los Angeles
CLM002535,Homeowners,2012,37308.46,25974.52,58892.15,5578.39,Gross,Open,2012-10-20,,USD,New York
CLM002536,Commercial,2012,24469.97,99621.69,69265.0,9080.37,Gross,Closed,2014-02-18,2016-04-20,USD,London
CLM002537,Commercial,2013,45280.02,83014.13,43139.8,9144.72,Net,Reopened,2015-08-01,2015-09-21,USD,Toronto
CLM002538,Homeowners,2013,8165.26,19190.73,23479.45,736.69,Gross,Open,2013-10-25,,USD,New York
CLM002539,Workers Comp,2012,95459.03,17791.98,28429.59,983.01,Gross,Closed,2024-05-06,2025-09-24,AUD,Berlin
CLM002540,Commercial,2019,23102.28,11774.28,27759.7,2602.17,Gross,Reopened,2016-06-04,2017-10-12,USD,London
CLM002541,Auto Liability,2021,92308.47,111821.33,26470.91,2699.58,Net,Reopened,2012-05-05,2013-01-23,USD,Toronto
CLM002542,Auto Liability,2017,43163.42,107070.43,19811.32,1129.91,Gross,Open,2013-03-12,,USD,New York
CLM002543,Auto Liability,2017,98566.89,9706.22,48904.93,4006.94,Net,Open,2017-07-17,,EUR,New York
CLM002544,Workers Comp,2022,55851.78,84480.24,72082.22,5959.71,Gross,Open,2014-07-24,,AUD,Toronto
CLM002545,Homeowners,2022,93152.45,13616.75,24913.05,5865.99,Gross,Open,2021-01-21,,USD,New York
CLM002546,Auto Liability,2010,1529.55,135658.12,15342.2,5525.61,Gross,Closed,2015-05-27,2016-11-24,CAD,Los Angeles
CLM002547,Workers Comp,2016,75075.64,136160.5,67166.92,3518.98,Gross,Reopened,2020-02-05,2020-11-04,EUR,Toronto
CLM002548,Commercial,2020,90402.01,105036.72,59471.77,7123.27,Gross,Open,2013-01-21,,AUD,Toronto
CLM002549,Homeowners,2011,14832.34,139002.15,74501.54,8299.54,Net,Open,2019-03-23,,CAD,Chicago
CLM002550,Commercial,2010,10516.46,121906.5,13658.82,3593.49,Gross,Open,2022-06-09,,CAD,Berlin
CLM002551,Workers Comp,2012,43032.69,124452.25,11967.98,1038.25,Net,Closed,2012-01-04,2013-01-08,EUR,Paris
CLM002552,Auto Liability,2013,93434.21,85886.47,43543.64,3104.04,Gross,Reopened,2020-05-11,2023-01-19,CAD,Toronto
